Jahr;Monat;Destination;Destination_tx;Kt;Bettenmonat;Ankuenfte;Logiernaechte;AKAL;LNAL;Betriebe;Betten;Zimmer;Zimmernächte;AKSchweiz;AKBaltischeStaaten;AKDeutschland;AKFrankreich;AKItalien;AKÖsterreich;AKVereinigtesKönigreich;AKIrland;AKNiederlande;AKBelgien;AKLuxemburg;AKDänemark;AKSchweden;AKNorwegen;AKFinnland;AKSpanien;AKPortugal;AKGriechenland;AKTürkei;AKÜbrigesEuropa;AKLiechtenstein;AKIsland;AKPolen;AKUngarn;AKBelarus;AKBulgarien;AKChile;AKVereinigteStaaten;AKKanada;AKBrasilien;AKArgentinien;AKZentralamerika.Karibik;AKÜbrigesSüdamerika;AKÄgypten;AKÜbrigesNordafrika;AKSüdafrika;AKÜbrigesAfrika;AKIsrael;AKIndien;AKIran;AKJapan;AKÜbrigesSüd_2undOstasien;AKAustralien.Neuseeland.Ozeanien;AKChina;AKGolfStaaten;AKHongkong;AKIndonesien;AKSüdkorea;AKMalaysia;AKPhilippinen;AKSingapur;AKTaiwan;AKThailand;AKÜbrigesWestasien;AKSerbien.Montenegro;AKKroatien;AKRumänien;AKRussland;AKSlowakei;AKSlowenien;AKTschechien;AKUkraine;AKMalta;AKZypern;AKAustralien;AKNeuseeland.Ozeanien;AKEstland;AKLettland;AKLitauen;AKSerbien;AKMexiko;AKÜbrigesZentralamerika.Karibik;AKBahrain;AKKatar;AKKuwait;AKOman;AKSaudi_1Arabien;AKVereinigteArabischeEmirate;LNSchweiz;LNBaltischeStaaten;LNDeutschland;LNFrankreich;LNItalien;LNÖsterreich;LNVereinigtesKönigreich;LNIrland;LNNiederlande;LNBelgien;LNLuxemburg;LNDänemark;LNSchweden;LNNorwegen;LNFinnland;LNSpanien;LNPortugal;LNGriechenland;LNTürkei;LNÜbrigesEuropa;LNLiechtenstein;LNIsland;LNPolen;LNUngarn;LNBelarus;LNBulgarien;LNChile;LNVereinigteStaaten;LNKanada;LNBrasilien;LNArgentinien;LNZentralamerika.Karibik;LNÜbrigesSüdamerika;LNÄgypten;LNÜbrigesNordafrika;LNSüdafrika;LNÜbrigesAfrika;LNIsrael;LNIndien;LNIran;LNJapan;LNÜbrigesSüd_2undOstasien;LNAustralien.Neuseeland.Ozeanien;LNChina;LNGolf-Staaten;LNHongkong;LNIndonesien;LNSüdkorea;LNMalaysia;LNPhilippinen;LNSingapur;LNTaiwan;LNThailand;LNÜbrigesWestasien;LNSerbien.Montenegro;LNKroatien;LNRumänien;LNRussland;LNSlowakei;LNSlowenien;LNTschechien;LNUkraine;LNMalta;LNZypern;LNAustralien;LNNeuseeland.Ozeanien;LNEstland;LNLettland;LNLitauen;LNSerbien;LNMexiko;LNÜbrigesZentralamerika.Karibik;LNBahrain;LNKatar;LNKuwait;LNOman;LNSaudi_1Arabien;LNVereinigteArabischeEmirate;SummeAK;SummeLN
2012;2;2;St.Gallen-Bodensee;17;90103;13105;25043;5789;12739;83;3107;1751;19739;7316;0;2929;248;364;370;220;16;109;60;41;58;95;26;25;93;23;16;26;101;6;9;25;29;2;26;0;119;25;107;5;0;8;2;7;7;25;10;29;0;39;18;0;72;0;30;1;2;14;1;16;34;5;6;0;16;42;76;19;12;47;11;1;2;12;0;2;3;0;26;4;5;0;0;1;4;0;7;12304;0;6518;455;627;793;380;24;187;94;48;161;111;42;33;300;41;61;69;201;10;16;43;90;3;35;0;366;60;319;7;0;51;15;16;46;36;15;61;0;117;49;0;172;0;58;7;4;39;3;67;41;15;18;0;33;189;182;47;26;168;20;2;4;31;0;3;27;0;40;6;6;1;0;1;13;1;15;13105;25043
2012;2;3;Toggenburg;17;58754;6364;18928;1291;4799;61;2026;1033;10438;5073;0;843;51;13;9;123;0;117;22;51;8;4;2;0;2;0;0;0;2;4;2;2;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;4;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14129;0;2796;105;23;26;693;0;512;149;303;31;8;12;0;8;0;0;0;3;14;2;2;0;0;0;0;48;2;0;0;0;0;0;0;0;0;0;0;0;11;14;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;3;8;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6364;18928
2012;2;4;Zürichsee;17;21199;1950;4813;862;2160;30;731;414;3958;1088;0;365;48;46;47;62;2;23;23;9;6;18;6;4;12;0;0;8;8;3;1;3;3;0;0;0;33;4;9;0;0;8;0;0;9;0;5;10;0;6;4;0;14;0;0;0;4;1;1;0;12;0;4;0;2;2;3;2;3;9;11;2;0;3;0;0;1;0;1;0;0;0;1;0;0;0;1;2653;0;697;106;84;84;200;4;42;31;13;15;38;22;10;23;0;0;35;39;3;1;6;5;0;0;0;128;19;79;0;0;31;10;0;21;0;9;66;0;45;22;0;71;0;0;0;24;6;3;0;30;0;11;0;11;5;12;9;7;23;39;3;0;7;0;0;1;0;3;0;0;0;1;1;0;2;3;1950;4813
2012;2;0;Rest Schweiz;20;111244;9867;24900;3778;9598;136;3836;2171;19121;6089;0;2107;148;275;183;82;10;127;55;8;16;66;16;50;18;7;8;14;14;5;0;37;20;0;5;2;82;16;14;2;0;5;2;6;4;12;4;9;0;13;6;0;35;0;9;5;14;2;0;0;5;6;0;0;8;20;17;82;9;65;22;1;0;6;2;3;1;2;3;2;4;0;0;0;0;6;1;15302;0;4933;293;609;352;189;33;246;90;12;18;240;33;182;75;13;12;88;114;17;0;252;91;0;62;7;263;35;44;3;0;18;15;11;26;49;8;22;0;22;15;0;100;0;25;5;64;6;0;0;5;16;0;0;13;28;65;333;12;250;85;1;0;10;2;15;1;2;3;9;43;0;0;0;0;12;1;9867;24900
2012;2;0;Rest Schweiz;99;7104826;1054624;2879378;514714;1485770;4549;244994;127133;1766767;539910;0;121310;59062;29946;9568;55282;2606;26497;20169;4714;4738;7947;4525;3134;11253;3422;2267;2949;3196;730;287;3139;1883;323;801;381;30435;4918;5406;902;0;1093;860;1507;1175;2606;3857;3681;0;7319;2235;0;14377;0;1795;945;6654;761;372;3374;1426;1774;1375;0;681;1920;12674;765;630;2476;1982;131;336;3503;597;420;292;391;810;930;901;324;929;749;348;1330;2619;1393608;0;374213;153315;71121;21948;170967;6209;92538;85246;18246;13994;23528;14598;8918;25456;7833;5927;9159;9827;1833;575;11467;5605;930;2585;954;78923;13695;15281;2672;0;3548;3204;4980;4081;12228;10466;9649;0;15828;7498;0;21499;0;3067;2062;9558;2120;866;6094;2138;3949;4623;0;2326;5883;39686;2722;1802;7929;5626;300;870;9878;1322;1029;1019;1426;1909;3014;3058;1353;3177;2652;1193;3993;8582;1054624;2879378
2012;2;1;Heidiland;99;11426;1283;2586;362;924;13;394;203;1665;921;0;191;10;19;24;7;0;19;6;4;5;0;7;2;4;1;0;1;1;2;0;3;0;0;0;0;6;2;1;0;0;0;0;0;0;0;0;1;0;6;0;0;1;0;0;0;0;0;0;1;0;0;11;0;0;2;5;4;0;7;2;0;0;0;0;0;0;2;3;0;0;0;0;2;0;0;0;1662;0;457;20;37;48;15;0;19;6;4;6;0;8;6;5;125;0;2;2;2;0;3;0;0;0;0;14;13;7;0;0;0;0;0;0;0;0;1;0;6;0;0;1;0;0;0;0;0;0;2;0;0;16;0;0;4;5;46;0;27;4;0;0;0;0;0;0;2;5;0;0;0;0;6;0;0;0;1283;2586
2012;2;4;Zürichsee;99;120727;18524;35673;8550;18526;107;4163;2440;27512;9974;0;3888;521;495;494;441;42;326;242;79;58;99;29;40;244;22;16;97;102;17;4;58;40;0;63;0;279;37;34;9;0;11;9;3;9;15;24;44;0;35;9;0;117;0;11;2;5;7;8;23;5;5;10;0;15;46;99;44;16;73;21;2;12;21;8;0;1;0;27;9;12;1;0;0;0;7;8;17147;0;7794;941;898;1006;985;87;589;444;98;125;170;54;72;380;51;37;165;207;22;10;276;95;0;129;0;1011;180;63;35;0;66;20;5;40;57;35;212;0;90;25;0;296;0;53;7;16;11;67;74;15;21;72;0;61;256;274;177;56;183;45;8;59;58;27;0;1;0;118;20;42;4;0;0;0;17;14;18524;35673
2012;3;0;Rest Schweiz;8;57195;4901;10023;579;1804;58;1845;839;6205;4322;0;330;33;27;39;7;0;22;4;4;2;7;0;5;4;13;10;1;3;0;0;4;2;2;0;0;8;0;6;0;0;4;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;7;1;0;1;2;4;2;0;0;2;0;0;0;0;1;3;1;0;0;0;0;5;2;8219;0;937;97;92;93;13;0;65;22;19;8;47;0;8;13;56;56;1;3;0;0;42;2;2;0;0;17;30;22;0;0;16;0;0;10;21;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;1;0;0;11;1;0;1;2;7;4;4;0;4;0;0;0;0;1;12;3;0;0;0;0;21;14;4901;10023
2012;3;0;Rest Schweiz;14;39773;4301;8884;2264;4943;34;1283;657;6598;2037;0;798;164;149;50;269;23;126;51;6;11;15;2;19;59;6;6;10;16;5;0;28;19;0;0;0;165;4;7;2;0;3;0;0;8;11;25;10;0;12;9;0;31;0;7;0;1;0;0;5;7;1;2;0;4;5;44;6;0;11;6;21;0;10;0;0;0;3;5;1;2;0;0;0;4;0;0;3941;0;1343;310;376;83;614;37;213;108;8;22;26;2;27;196;10;13;34;24;7;0;80;216;0;0;0;470;17;31;6;0;7;0;0;19;42;35;19;0;26;81;0;89;0;28;0;8;0;0;20;12;6;6;0;8;8;70;18;0;20;18;70;0;18;0;0;0;3;5;9;5;0;0;0;20;0;0;4301;8884
2012;3;0;Rest Schweiz;15;51367;4198;8201;1115;2449;60;1657;910;5922;3083;0;787;18;25;93;25;1;24;9;5;5;2;4;0;8;1;0;2;5;1;0;16;2;0;0;0;27;4;2;0;0;0;0;1;0;0;1;1;0;5;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;5;6;1;2;1;9;0;1;2;0;0;0;0;2;0;0;3;0;0;2;4;0;5752;0;1408;22;30;130;57;1;75;18;9;7;3;9;0;20;3;0;8;12;1;0;63;6;0;0;0;130;72;30;0;0;0;0;1;0;0;1;3;0;11;0;0;0;0;0;0;0;1;0;0;3;55;0;0;0;76;12;6;4;1;27;0;8;21;0;0;0;0;4;0;0;43;0;0;6;52;0;4198;8201
2012;3;0;Rest Schweiz;16;75733;2190;6164;282;600;48;2443;672;4794;1908;0;153;12;6;15;4;0;10;6;0;2;0;0;0;0;0;0;0;13;0;0;0;2;0;0;0;36;2;0;0;0;0;0;0;0;0;6;0;0;2;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5564;0;368;37;19;32;21;0;16;9;0;2;0;0;0;0;0;0;0;18;0;0;0;4;0;0;0;45;2;0;0;0;0;0;0;0;0;10;0;0;2;4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2190;6164
2012;3;0;Rest Schweiz;17;25947;2431;7679;1309;4704;30;837;478;5559;1122;0;674;54;82;72;39;3;24;12;0;37;16;10;1;25;2;2;9;3;2;0;15;21;0;0;1;39;5;10;4;0;0;0;1;5;6;2;10;0;19;3;0;11;0;1;1;2;4;0;4;0;2;0;0;6;1;17;3;7;22;2;0;1;3;0;0;1;0;3;0;0;0;0;0;9;1;0;2975;0;1961;125;192;130;101;5;70;20;0;120;52;16;1;185;32;4;17;3;2;0;39;52;0;0;5;295;9;30;16;0;0;0;2;130;73;8;240;0;79;26;0;114;0;5;1;18;33;0;10;0;38;0;0;20;37;107;10;11;134;12;0;2;12;0;0;1;0;33;0;0;0;0;0;35;31;0;2431;7679
2012;3;1;Heidiland;17;121985;13615;33527;4588;13148;78;3935;1757;18590;9027;0;1977;68;112;69;123;11;1422;76;27;21;15;15;2;23;1;6;5;18;23;0;21;7;0;2;0;40;24;6;4;0;1;0;2;9;0;36;20;0;4;3;0;6;0;3;0;1;0;0;5;0;0;6;0;0;0;250;3;0;37;13;0;4;5;1;4;4;1;1;0;0;0;1;0;1;17;32;20379;0;5300;174;314;181;416;24;3804;234;57;42;27;17;2;80;1;53;7;48;70;0;81;15;0;2;0;107;54;10;9;0;2;0;4;39;0;96;84;0;11;3;0;19;0;7;0;5;0;0;7;0;0;46;0;0;0;1211;90;0;102;52;0;6;9;1;22;16;3;2;0;0;0;2;0;4;127;49;13615;33527
2012;3;2;St.Gallen-Bodensee;17;96255;13605;25565;6129;12941;83;3105;1751;19846;7476;0;3125;285;370;330;195;20;109;63;19;30;42;102;26;141;23;10;26;38;7;2;72;75;0;14;3;163;28;26;1;0;5;5;2;4;47;21;22;0;49;50;0;27;0;9;4;11;13;7;8;2;5;15;0;63;55;123;17;10;45;34;0;0;23;3;6;4;1;51;7;14;1;4;4;2;4;7;12624;0;6485;499;562;698;381;25;191;149;34;68;60;173;45;405;111;17;52;46;8;6;171;112;0;51;15;414;52;72;2;0;16;17;15;26;77;30;72;0;120;104;0;82;0;15;14;28;20;28;23;2;14;26;0;93;198;280;53;14;317;36;0;0;44;5;13;12;4;90;23;40;3;14;15;13;18;23;13605;25565
2012;3;3;Toggenburg;17;62806;5258;11361;905;2815;61;2026;1033;7141;4353;0;676;35;20;36;18;1;20;12;3;1;2;0;0;2;6;0;2;0;6;0;1;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;2;0;0;0;0;0;0;0;0;3;0;0;2;3;4;8;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8546;0;2263;108;23;92;65;1;109;14;5;1;2;0;0;4;12;0;7;0;14;0;1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;1;24;0;2;0;0;0;0;0;0;0;0;3;0;0;6;3;4;14;10;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5258;11361
2012;3;4;Zürichsee;17;22661;2501;5265;1177;2548;30;731;414;4378;1324;0;554;72;58;53;48;2;47;32;1;12;21;5;7;22;8;5;10;7;3;8;11;2;0;0;3;58;4;2;0;0;1;0;2;1;0;14;2;0;7;0;0;20;0;2;0;0;0;0;4;0;1;2;0;0;1;6;9;0;23;11;0;0;0;1;4;0;1;0;2;1;1;1;2;1;1;1;2717;0;922;110;139;86;171;5;87;38;2;31;50;8;80;31;21;15;15;24;3;16;18;2;0;0;11;189;13;25;0;0;3;0;24;4;0;34;53;0;19;0;0;68;0;2;0;0;0;0;30;0;1;3;0;0;10;19;16;0;61;23;0;0;0;5;8;0;1;0;7;14;1;2;12;1;10;5;2501;5265
2012;3;0;Rest Schweiz;20;119133;12778;30024;4481;11064;136;3843;2176;23392;8297;0;2553;193;329;256;113;7;157;61;3;21;21;27;15;37;22;2;25;24;8;0;52;18;0;5;6;150;11;19;2;0;17;0;2;8;1;0;15;0;22;2;0;79;0;0;0;13;2;1;3;5;1;4;0;7;11;13;28;22;47;5;0;2;10;1;2;0;3;4;5;2;0;3;0;0;2;2;18960;0;5530;424;919;471;243;26;374;114;7;85;44;59;39;82;81;6;76;156;10;0;359;56;0;7;46;418;29;201;24;0;106;0;6;27;6;0;47;0;70;5;0;230;0;0;0;28;4;3;15;5;4;16;0;11;43;78;56;155;137;13;0;2;41;2;3;0;6;4;12;19;0;13;0;0;5;6;12778;30024
2012;3;0;Rest Schweiz;99;7599991;1205207;2869882;619792;1583325;4553;245161;127206;1905648;585415;0;147721;58597;39966;12769;57843;2749;18824;18600;3118;4351;10673;4673;3481;14984;3998;2466;3414;3830;995;377;4465;2191;428;1138;278;44498;7604;4908;920;0;1532;869;1627;1887;3356;4733;6712;0;11248;3443;0;24132;0;4001;2302;7730;2593;419;5050;1957;4327;1915;0;760;2417;18558;1050;763;4065;2403;260;343;4554;896;644;526;521;976;1312;1146;595;961;520;502;2761;3567;1286557;0;427820;139941;83940;28764;149593;5819;60630;57526;7944;10756;30675;12891;8935;30839;8597;5862;8580;9810;1828;844;14991;6143;1630;3124;822;103564;18270;12925;2310;0;4403;2764;5665;5592;12335;12676;17053;0;23166;9014;0;37154;0;7855;4231;11471;5362;1328;9694;3260;7646;5879;0;2068;6320;54884;3018;2253;11732;6971;629;854;11521;1987;2359;1483;1564;2351;3294;3582;1884;2657;1623;1327;7935;9108;1205207;2869882
2012;3;1;Heidiland;99;12214;1446;2779;487;1006;13;394;203;1988;959;0;324;9;36;46;10;0;9;3;0;1;2;0;1;1;4;0;4;2;0;0;1;0;0;6;0;2;1;0;0;0;0;0;0;2;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;3;1;0;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1773;0;620;13;74;96;22;0;32;9;0;1;8;0;1;2;62;0;9;2;0;0;1;0;0;6;0;2;1;0;0;0;0;0;0;2;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;3;3;0;1;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1446;2779
2012;3;4;Zürichsee;99;128619;22819;43731;9978;21188;106;4149;2432;33400;12841;0;4710;604;596;600;599;35;322;157;33;81;80;32;26;399;15;37;46;146;30;9;71;40;0;13;1;330;39;44;8;0;10;6;3;18;15;30;71;0;28;13;0;140;0;17;2;9;10;3;32;3;15;2;0;41;44;88;48;34;69;10;8;3;13;4;5;6;2;15;13;14;1;0;7;3;7;13;22543;0;9469;1117;1034;1191;1222;71;583;275;41;140;132;78;50;593;29;94;104;271;35;19;186;67;0;51;9;1229;127;128;16;0;41;20;22;63;54;65;319;0;118;41;0;421;0;38;2;16;37;38;90;9;38;5;0;97;201;194;210;84;148;51;21;3;26;5;8;13;6;131;37;34;3;0;7;4;36;71;22819;43731
2012;4;0;Rest Schweiz;8;55350;3161;7715;388;1220;58;1845;839;4316;2773;0;220;28;22;42;11;0;16;2;4;0;0;0;0;3;0;0;0;0;1;0;2;0;0;0;0;9;0;0;1;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;0;1;2;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;6495;0;601;42;107;229;36;0;39;6;12;0;0;0;0;15;21;0;0;0;4;0;20;0;0;0;0;22;0;0;1;0;0;0;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;14;0;1;4;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;10;3161;7715
2012;4;0;Rest Schweiz;14;38490;5208;9815;2606;4917;34;1283;657;6893;2602;0;956;141;178;67;280;11;112;61;20;20;22;8;18;61;9;5;15;32;21;0;53;19;0;0;0;151;9;8;1;0;3;0;0;11;0;31;23;0;23;17;0;57;0;7;2;1;3;3;4;2;11;2;0;0;16;26;1;0;18;1;14;0;34;0;0;0;0;6;7;5;0;0;0;0;0;0;4898;0;1486;224;306;97;656;24;177;102;36;38;41;10;29;121;20;9;18;51;40;0;93;203;0;0;0;432;21;9;1;0;28;0;0;33;30;52;49;0;51;32;0;100;0;15;2;1;5;4;9;2;11;12;0;0;17;40;3;0;33;1;64;0;53;0;0;0;0;8;7;11;0;0;0;0;0;0;5208;9815
2012;4;0;Rest Schweiz;15;49830;4376;9428;1066;2594;60;1661;911;6548;3310;0;661;35;31;77;18;0;18;9;6;3;14;4;2;23;7;1;3;2;16;0;7;2;0;4;0;37;10;6;0;0;2;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;7;1;5;6;3;0;0;17;0;0;0;2;0;6;3;0;0;0;0;2;2;6834;0;1363;68;37;116;36;0;47;11;6;6;40;14;9;34;38;4;6;16;16;0;15;3;0;4;0;290;60;43;0;0;3;0;0;0;0;22;0;0;0;0;0;12;0;0;0;0;5;0;0;0;0;0;0;0;38;18;5;5;21;6;0;13;92;0;0;0;18;0;33;10;0;0;0;0;5;6;4376;9428
2012;4;0;Rest Schweiz;16;73290;3490;8613;402;805;48;2443;672;5717;3088;0;235;15;17;6;12;0;10;4;0;0;9;0;0;5;0;0;0;9;0;0;0;7;0;0;0;28;8;0;0;0;0;0;0;5;0;3;0;0;13;6;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;7808;0;516;24;27;10;25;0;15;11;0;0;23;0;0;13;0;0;0;11;0;0;0;11;0;0;0;44;8;0;0;0;0;0;0;5;0;13;0;0;24;8;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3490;8613
2012;4;0;Rest Schweiz;17;25110;2119;6732;1017;3782;30;837;478;4789;1102;0;554;45;42;51;32;0;14;16;0;26;7;5;1;9;1;0;5;3;6;0;2;7;0;0;0;35;0;9;2;0;0;0;3;0;7;7;18;0;4;10;0;20;0;0;6;2;0;2;2;0;1;0;0;11;5;5;5;0;17;3;0;0;1;0;0;0;0;4;0;2;0;0;0;0;10;0;2950;0;1671;108;100;82;159;0;45;54;0;107;9;21;2;88;4;0;8;14;8;0;2;32;0;0;0;139;0;61;17;0;0;0;3;0;72;21;406;0;11;69;0;143;0;0;12;2;0;32;8;0;9;0;0;11;13;88;10;0;69;5;0;0;6;0;0;0;0;39;0;4;0;0;0;0;18;0;2119;6732
2012;4;1;Heidiland;17;117630;9564;26409;4251;12482;77;3921;1751;14628;5313;0;2475;58;136;76;63;2;514;224;43;5;2;2;4;60;20;11;4;10;52;0;5;0;0;0;0;30;12;6;1;0;0;0;2;2;0;9;12;0;25;0;0;30;0;50;0;2;5;0;4;1;0;0;0;0;3;224;3;0;10;12;0;3;1;0;2;1;0;1;0;0;1;0;6;0;23;4;13927;0;7161;157;379;240;164;2;1145;467;93;5;18;2;26;159;87;95;14;20;114;0;45;0;0;0;0;71;30;15;2;0;0;0;4;2;0;28;32;0;66;0;0;57;0;50;0;2;40;0;8;1;0;0;0;0;22;1215;32;0;35;62;0;6;2;0;2;6;0;2;0;0;2;0;12;0;272;11;9564;26409
2012;4;2;St.Gallen-Bodensee;17;92730;13676;25399;5462;11898;82;3091;1740;18428;8214;0;2619;295;356;384;223;29;101;47;52;27;63;33;17;82;15;15;31;41;1;4;42;28;2;13;1;213;39;40;4;0;13;4;15;3;37;26;18;0;48;13;0;45;0;8;3;11;14;0;0;61;21;11;0;9;13;91;19;5;35;14;0;0;28;6;5;5;0;37;5;5;0;8;0;0;1;8;13501;0;5851;557;655;753;423;44;174;70;104;74;129;66;43;288;79;19;52;80;1;16;126;72;5;55;1;462;95;49;4;0;29;9;23;5;102;58;74;0;121;107;0;108;0;8;4;31;42;0;6;67;32;43;0;16;36;177;34;6;122;28;0;0;59;17;6;21;0;69;24;22;0;18;0;0;1;26;13676;25399
2012;4;3;Toggenburg;17;60780;2775;6231;659;1831;61;2026;1033;4035;2116;0;439;38;18;35;26;0;23;0;3;2;1;7;2;2;1;0;0;3;19;0;4;2;1;0;0;4;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;4;0;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0;4400;0;1380;80;32;80;75;0;47;0;18;2;1;14;2;2;1;0;0;3;23;0;12;2;2;0;0;4;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;16;15;0;4;0;0;0;0;0;0;0;0;3;0;0;0;0;8;0;0;0;2775;6231
2012;4;4;Zürichsee;17;21870;2589;5817;1231;2674;30;729;413;4498;1358;0;564;47;61;75;53;10;67;21;3;8;18;5;5;14;11;1;10;8;0;0;14;7;2;0;0;62;11;5;4;0;0;0;0;5;2;8;5;0;8;0;0;16;0;2;0;0;0;0;8;1;4;0;0;1;9;18;3;9;12;28;0;0;2;0;0;0;0;1;0;0;0;0;0;0;2;1;3143;0;1141;68;115;135;112;11;128;28;3;12;29;7;7;27;28;2;18;27;0;0;77;21;2;0;0;201;33;7;6;0;0;0;0;14;4;11;12;0;27;0;0;45;0;4;0;0;0;0;36;9;8;0;0;1;17;51;33;9;30;87;0;0;6;0;0;0;0;1;0;0;0;0;0;0;13;11;2589;5817
2012;4;0;Rest Schweiz;20;115800;14519;30788;5517;11846;137;3860;2190;22687;9002;0;3345;236;332;298;117;16;181;74;19;28;52;23;31;69;12;0;25;19;12;4;50;37;4;3;1;108;38;18;4;0;4;2;0;2;4;15;31;0;20;3;0;37;0;3;0;11;3;0;2;7;8;2;0;16;14;38;29;9;51;12;0;0;8;0;0;17;0;4;4;1;0;0;0;0;0;4;18942;0;6841;458;865;608;189;36;316;123;23;48;76;46;56;169;61;0;83;88;50;6;159;126;12;3;1;254;88;69;9;0;4;4;0;4;12;27;116;0;54;8;0;64;0;30;0;21;6;0;7;11;12;3;0;22;71;71;195;24;104;32;0;0;23;0;0;17;0;13;6;11;0;0;0;0;0;11;14519;30788
2012;4;0;Rest Schweiz;99;7340490;989996;2109800;550968;1223430;4541;244683;127030;1388077;439028;0;111948;46678;32999;11285;44308;1873;14228;12234;2250;3487;5590;2733;2929;15757;3467;1933;2353;3402;824;308;3282;1818;345;969;433;40866;7229;6305;1129;0;1424;812;1727;1564;2736;3749;15424;0;10147;3380;0;35798;0;4036;2905;10535;2703;1263;5902;2825;13471;1825;0;695;1891;13523;1078;710;2809;1880;155;236;8288;1017;230;357;352;1022;1538;1128;374;704;610;441;2420;4322;886370;0;303270;85905;61361;23549;108439;4083;29312;46663;5888;9769;13204;6685;6999;32724;7930;4766;5556;8065;1772;633;9706;4846;965;2679;955;88789;16784;13835;2542;0;3527;2463;5717;4220;9163;9162;33112;0;16385;7092;0;45599;0;6507;5152;14324;4777;2785;9675;3647;19288;4806;0;1639;5057;32655;2524;1522;6603;4399;394;627;16398;2051;563;1075;1085;2236;3590;3030;1454;2080;1466;1352;7093;9462;989996;2109800
2012;4;1;Heidiland;99;11820;1485;2857;490;1245;13;394;203;2119;995;0;250;11;53;33;14;1;4;13;1;0;2;1;1;2;2;0;1;9;29;0;4;1;0;0;0;3;9;1;1;0;0;0;0;0;0;0;0;0;18;0;0;10;0;0;0;0;0;0;0;0;1;0;0;1;2;2;2;0;2;2;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;1612;0;635;16;79;76;21;2;6;15;2;0;2;1;1;2;60;0;4;9;109;0;42;15;0;0;0;4;17;2;1;0;0;0;0;0;0;0;0;0;29;0;0;15;0;0;0;0;0;0;0;0;1;0;0;3;5;2;54;0;2;6;0;0;5;0;0;0;0;1;0;1;0;0;0;0;0;0;1485;2857
2012;4;4;Zürichsee;99;123540;22969;43508;11286;22797;105;4118;2430;31676;11683;0;4866;520;773;1048;506;26;287;216;31;34;48;30;74;841;46;29;63;118;22;2;216;39;2;25;0;302;41;45;6;0;10;6;5;8;17;35;48;0;34;16;0;337;0;15;2;4;7;0;25;3;9;12;0;20;42;82;75;31;44;27;2;19;32;4;3;4;1;18;3;3;1;1;0;1;12;12;20711;0;9698;993;1411;1811;991;60;513;343;54;77;103;76;182;1247;90;80;120;270;34;12;444;85;4;157;2;958;120;108;7;0;38;6;12;18;68;75;199;0;122;38;0;678;0;62;6;8;16;0;98;4;19;40;0;73;153;180;191;51;86;94;2;68;94;8;6;4;1;110;4;30;1;2;4;1;42;35;22969;43508
